season,week,celebrity_name,judge_rank,audience_share_rank,judge_share,audience_share,rank_diff_share,rank_direction_share,survival_prob
31,2,Wayne Brady,1.0,8.0,0.0776699029126025,0.06772462132403516,7.0,-7.0,1.0
32,1,Ariana Madix,2.0,9.0,0.09090909090905155,0.06938437639802139,7.0,-7.0,1.0
32,1,Jason Mraz,2.0,9.0,0.09090909090905155,0.06938437639802139,7.0,-7.0,1.0
34,1,Hilaria Baldwin,3.0,10.0,0.08536585365848454,0.07064496301708142,7.0,-7.0,1.0
3,2,Joey Lawrence,1.0,9.0,0.1260869565216843,0.09129727013286933,8.0,-8.0,1.0
6,2,Jason Taylor,1.0,9.0,0.105058365758714,0.07565118124108226,8.0,-8.0,1.0
6,2,Kristi Yamaguchi,1.0,9.0,0.105058365758714,0.07565118124108226,8.0,-8.0,1.0
8,4,Gilles Marini,1.0,9.0,0.12396694214870911,0.08049725543311866,8.0,-8.0,1.0
11,1,Jennifer Grey,1.0,9.0,0.10572687224664946,0.077513297911543,8.0,-8.0,1.0
19,3,Bethany Mota,1.0,9.0,0.11331444759203589,0.08604477011981905,8.0,-8.0,1.0
19,3,Janel Parrish,1.0,9.0,0.11331444759203589,0.08604477011981905,8.0,-8.0,1.0
22,2,Paige VanZant,1.0,9.0,0.1016949152541942,0.0770174021803155,8.0,-8.0,1.0
22,2,Wanya Morris,1.0,9.0,0.1016949152541942,0.0770174021803155,8.0,-8.0,1.0
24,1,Rashad Jennings,2.0,10.0,0.10264900662248257,0.07906911977536202,8.0,-8.0,1.0
25,4,Jordan Fisher,1.0,9.0,0.10701107011066162,0.0880029903058381,8.0,-8.0,1.0
28,1,James Van Der Beek,1.0,9.0,0.1065989847715195,0.08004661130912484,8.0,-8.0,1.0
29,1,Justina Machado,1.0,9.0,0.0807692307691997,0.06553846867445666,8.0,-8.0,1.0
29,1,Skai Jackson,1.0,9.0,0.0807692307691997,0.06553846867445666,8.0,-8.0,1.0
29,7,Skai Jackson,2.0,10.0,0.10384615384611391,0.08443736848000322,8.0,-8.0,0.8322802340011476
30,2,Melanie C,3.0,11.0,0.07792207792205769,0.06445240012140022,8.0,-8.0,1.0
2,1,Drew Lachey,1.0,10.0,0.12307692307685997,0.09498530881927238,9.0,-9.0,1.0
4,1,Joey Fatone,1.0,10.0,0.11650485436887549,0.08465084651020817,9.0,-9.0,1.0
4,2,Laila Ali,1.0,10.0,0.11020408163260809,0.08714651387867015,9.0,-9.0,1.0
5,2,Helio Castroneves,1.0,10.0,0.11344537815121285,0.08233578946888115,9.0,-9.0,1.0
8,2,Melissa Rycroft,2.0,11.0,0.09811320754713279,0.06712125700228427,9.0,-9.0,1.0
9,1,Kelly Osbourne,4.0,13.0,0.07635448809648601,0.053758995216658396,9.0,-9.0,1.0
9,3,Natalie Coughlin,2.0,11.0,0.10077519379841056,0.06962656009419245,9.0,-9.0,1.0
16,2,Kellie Pickler,1.0,10.0,0.10655737704913666,0.07389382418130591,9.0,-9.0,1.0
16,2,Zendaya,1.0,10.0,0.10655737704913666,0.07389382418130591,9.0,-9.0,1.0
19,1,Sadie Robertson,2.0,11.0,0.09139784946234103,0.0726995208801706,9.0,-9.0,1.0
20,1,Rumer Willis,1.0,10.0,0.10062893081757843,0.08057238082737306,9.0,-9.0,1.0
23,4,Laurie Hernandez,1.0,10.0,0.11494252873558815,0.08135020959954206,9.0,-9.0,1.0
30,1,Amanda Kloots,2.0,11.0,0.07650273224041626,0.06583721537898012,9.0,-9.0,1.0
30,1,Suni Lee,2.0,11.0,0.07650273224041626,0.06583721537898012,9.0,-9.0,1.0
3,1,Mario Lopez,1.0,11.0,0.12264150943390442,0.07479374929623808,10.0,-10.0,1.0
5,1,Sabrina Bryan,1.0,11.0,0.10116731517505792,0.0769576019150246,10.0,-10.0,1.0
9,2,Aaron Carter,1.0,11.0,0.09183673469384632,0.06483095424516831,10.0,-10.0,1.0
9,2,Mya,1.0,11.0,0.09183673469384632,0.06483095424516831,10.0,-10.0,1.0
10,1,Nicole Scherzinger,1.0,11.0,0.11961722488032554,0.07915664358269088,10.0,-10.0,1.0
10,2,Nicole Scherzinger,1.0,11.0,0.12727272727266942,0.07555261138612474,10.0,-10.0,1.0
12,1,Ralph Macchio,1.0,11.0,0.11594202898545124,0.08346374527421217,10.0,-10.0,1.0
20,2,Nastia Liukin,1.0,11.0,0.09798270893368935,0.08000518498468143,10.0,-10.0,1.0
24,1,Simone Biles,1.0,11.0,0.10596026490062717,0.07575786149715834,10.0,-10.0,1.0
28,2,Hannah Brown,1.0,11.0,0.10958904109584038,0.07328064786845166,10.0,-10.0,1.0
29,4,Skai Jackson,1.0,11.0,0.09302325581392258,0.07167889442398503,10.0,-10.0,0.9886824950242269
32,2,Jason Mraz,1.0,11.0,0.10084033613441142,0.06972993542176481,10.0,-10.0,1.0
32,2,Xochitl Gomez,1.0,11.0,0.10084033613441142,0.06972993542176481,10.0,-10.0,1.0
6,1,Kristi Yamaguchi,1.0,12.0,0.11111111111106539,0.06837698413337431,11.0,-11.0,1.0
7,1,Brooke Burke,1.0,12.0,0.09722222222218364,0.06938326650295722,11.0,-11.0,1.0
9,1,Mya,3.0,14.0,0.07635473440287538,0.05375874891026902,11.0,-11.0,1.0
9,3,Mya,1.0,12.0,0.10465116279065712,0.06575059110188135,11.0,-11.0,1.0
16,1,Zendaya,1.0,12.0,0.1048034934497359,0.07400201149686597,11.0,-11.0,1.0
17,1,Amber Riley,1.0,12.0,0.10546874999995881,0.07137555061185415,11.0,-11.0,1.0
18,1,Charlie White,1.0,12.0,0.10305343511446449,0.07471780148307175,11.0,-11.0,1.0
21,1,Bindi Irwin,1.0,12.0,0.0959999999999616,0.07007115998345255,11.0,-11.0,1.0
21,1,Nick Carter,1.0,12.0,0.0959999999999616,0.07007115998345255,11.0,-11.0,1.0
30,2,JoJo Siwa,2.0,13.0,0.0805194805194596,0.061854997523962,11.0,-11.0,1.0
31,1,Wayne Brady,2.0,13.0,0.07591623036647227,0.05967597110708805,11.0,-11.0,1.0
8,1,Gilles Marini,1.0,13.0,0.09876543209872479,0.0701850709198061,12.0,-12.0,1.0
8,2,Gilles Marini,1.0,13.0,0.10188679245279175,0.06334767209656439,12.0,-12.0,1.0
19,1,Alfonso Ribeiro,1.0,13.0,0.09677419354836109,0.06732317679406377,12.0,-12.0,1.0
29,2,Kaitlyn Bristowe,1.0,13.0,0.08058608058605107,0.06595668809476357,12.0,-12.0,1.0
30,1,JoJo Siwa,1.0,13.0,0.07923497267757398,0.06310497494178424,12.0,-12.0,1.0
34,1,Robert Irwin,1.0,13.0,0.09146341463409058,0.06454740204138397,12.0,-12.0,1.0
34,1,Whitney Leavitt,1.0,13.0,0.09146341463409058,0.06454740204138397,12.0,-12.0,1.0
9,1,Aaron Carter,2.0,15.0,0.07881779829672264,0.05129568501639032,13.0,-13.0,1.0
30,2,Amanda Kloots,1.0,14.0,0.08311688311686154,0.05925759492652376,13.0,-13.0,1.0
32,1,Charity Lawson,1.0,14.0,0.09523809523805402,0.06505537206895141,13.0,-13.0,1.0
9,1,Joanna Krupa,1.0,16.0,0.08374392608441714,0.046369557228632945,15.0,-15.0,1.0
31,1,Charli D'Amelio,1.0,16.0,0.08376963350783148,0.05182256796562441,15.0,-15.0,1.0
